participation_channel,city_id,survey_id,agent_id,twitter_profile,gender,birth_date,arrival_date,district_id,engagement_feeling,source_social_medias,source_messaging_app,source_word_mouth,source_internet,source_email,source_print_medias,source_newspapers,source_radio,source_tv,source_city_council,source_other,total_sources,facebook,twitter,youtube,medium,linkedin,instagram,Pinterest,Snapchat,other_social_media,total_social_medias,line,whatsapp,wechat,slack,telegram,messenger,other_messaging_app,total_messaging_app,agent_category,agent_type,influencer_national_gov,influencer_local_gov,influencer_public_services,influencer_investor,influencer_academic,influencer_private_research,influencer_corporate,influencer_startup,influencer_freelance,influencer_local_nonprofit,influencer_international_nonprofit,influencer_individual,total_influencers,relationship_public,relationship_academic,relationship_private,relationship_civil,neighborhood,global_events,startup_structure,business_clusters,public_infrastructure,governmental_meeting,online,other_meeting_place,total_meeting_places,opinion_share,opinion_change,engagement_wish,online_survey,workshop,interview,voting_app,project,total_engagement,engagement_freq,survey_date
Survey,Taipei,57,57,,Woman,1983-05-10,2012-11-13,Shìlín/士林,7,1,1,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,Private Sector,Freelance,0,0,0,0,1,0,0,0,0,1,0,0,2,Neutral,Neutral,Positive,Positive,0,0,0,0,0,0,1,0,1,4,3,Yes,1,0,0,1,0,2,One hour a week,2019/11/13 9:33:07 AM UTC+8
Survey,Tallinn,299,299,,Woman,1991-08-08,1991-08-08,Kesklinn,1,1,0,0,1,0,0,1,0,0,0,0,3,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Freelance,0,0,0,0,1,1,0,0,1,0,1,0,4,Negative,Positive,Neutral,Neutral,0,0,0,0,1,0,1,0,2,3,2,Yes,1,1,1,1,0,4,More than one hour a day,2020/06/11 4:10:16 PM UTC+3
Survey,Taipei,102,102,,Woman,1989-09-12,2019-11-01,New Taipei City,1,0,0,0,0,1,1,1,0,0,1,0,4,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,Private Sector,Freelance,0,0,0,0,0,0,0,0,0,0,1,0,1,Neutral,Positive,Positive,Positive,1,0,1,0,0,0,0,0,2,5,3,Yes,1,1,1,1,0,4,One hour a month,2019/11/21 5:53:26 PM UTC+8
Survey,Tel Aviv,160,160,,Man,1989-03-25,2019-07-17,לב העיר Lev HaIr,3,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,5,0,1,0,0,0,0,0,1,Private Sector,Freelance,0,0,0,0,0,0,0,1,0,0,0,0,1,Positive,Positive,Positive,Positive,1,0,1,1,0,0,1,0,4,4,3,Yes,1,1,1,1,1,5,More than one hour a day,2020/03/02 12:36:47 PM UTC+3
Survey,Tel Aviv,157,157,,Woman,1974-05-22,2016-07-04,הצפון הישן HaTzafon HaYashan,5,1,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Freelance,1,0,0,0,0,0,0,0,0,0,0,0,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,1,0,0,0,1,1,3,Yes,0,0,0,1,1,2,One hour a month,2020/03/02 10:12:13 AM UTC+3
Survey,Tel Aviv,158,158,,Man,1986-04-25,1990-11-28,רמת אביב ג' Ramat Aviv Gimmel,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,Private Sector,Freelance,0,0,0,0,0,1,0,0,1,0,0,0,2,Negative,Positive,Neutral,Positive,1,0,0,0,0,0,1,0,2,5,1,Yes,0,0,0,0,1,1,One hour a day,2020/03/02 10:31:18 AM UTC+3
Survey,Taipei,61,61,,Woman,1988-09-16,2018-09-23,Wànhuá/萬華,4,1,1,1,1,1,0,0,0,1,0,0,6,1,1,1,0,0,1,1,0,0,5,1,0,0,0,0,0,0,1,Private Sector,Freelance,1,1,0,0,0,0,0,0,0,0,0,1,3,Neutral,Neutral,Neutral,Neutral,0,1,0,1,0,0,1,0,3,2,3,No,1,0,0,1,0,2,One hour a month,2019/11/14 6:50:28 PM UTC+8
Survey,Taipei,40,40,,Woman,1995-01-06,2015-01-05,Dàtóng/大同,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Private Sector,Freelance,0,0,0,0,0,1,0,0,1,0,0,1,3,Neutral,Neutral,Positive,Positive,0,0,0,0,0,0,1,0,1,5,5,Yes,1,1,0,0,0,2,One hour a day,2019/11/13 11:18:42 AM UTC+8
Survey,Tallinn,321,321,,Woman,1981-06-01,2019-09-01,Kristiine,2,1,0,0,1,1,0,1,0,1,1,0,6,0,1,1,1,1,0,0,0,0,4,0,1,0,0,0,0,0,1,Private Sector,Freelance,1,1,1,0,0,1,0,1,1,1,0,0,7,Positive ; Neutral,Positive ; Neutral,Positive ; Neutral,Neutral,1,1,1,1,0,0,1,0,5,5,3,Yes,1,1,0,1,0,3,One hour a month,2020/06/17 4:05:19 PM UTC+3
Survey,Tallinn,286,286,,Man,1968-05-23,1968-05-23,Põhja-Tallinn,2,1,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,Private Sector,Freelance,0,0,0,0,0,1,0,0,1,0,0,0,2,Negative,Neutral,Neutral,Negative,0,0,1,0,0,0,1,1,3,5,3,No,1,1,1,0,0,3,One hour a week,2020/06/08 3:18:42 PM UTC+3
Survey,Tallinn,324,324,,Man,1953-05-10,1971-01-01,Nõmme,1,1,0,0,0,0,0,0,1,1,0,0,3,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1,Private Sector,Freelance,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,1,2,No,0,0,1,0,0,1,Less than one hour a year,2020/06/18 5:22:28 PM UTC+3
Survey,Taipei,86,86,,Woman,1975-09-28,1975-09-28,,3,1,1,1,1,1,0,1,0,0,0,0,6,1,0,1,1,1,1,0,0,0,5,1,0,1,0,0,0,0,2,Private Sector,Freelance,0,0,0,0,0,1,1,1,1,1,1,1,7,Neutral,Neutral,Neutral,Neutral,0,1,1,0,0,0,1,0,3,3,4,No,1,0,0,0,0,1,One hour a month,2019/11/18 9:33:46 PM UTC+8
Survey,Taipei,29,29,,Woman,1980-09-29,2010-10-15,New Taipei City,5,0,0,1,1,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,Private Sector,Freelance,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,0,0,0,1,1,Yes,1,0,0,0,0,1,Less than one hour a year,2019/11/12 5:14:57 PM UTC+8
Survey,Taipei,94,94,,Woman,1992-01-22,2019-10-01,Nèihú/內湖,4,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,3,1,0,0,1,0,0,0,2,Private Sector,Freelance,1,0,0,0,0,0,0,0,0,0,0,1,2,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,2,2,Yes,1,1,1,1,0,4,One hour a month,2019/11/19 8:52:16 PM UTC+8
Survey,Taipei,105,105,,Man,1997-01-16,1997-01-16,New Taipei City,3,1,0,0,1,0,1,1,0,0,1,0,5,1,0,1,1,1,1,0,0,0,5,0,0,0,1,0,0,0,1,Private Sector,Freelance,0,0,0,0,1,1,0,1,1,1,1,0,6,Negative,Positive,Neutral,Neutral,0,0,1,0,0,0,1,0,2,4,3,Yes,1,0,1,0,1,3,One hour a week,2019/11/24 1:49:10 PM UTC+8
Survey,Taipei,78,78,,Man,1985-09-20,1985-09-20,Shìlín/士林,4,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,1,Private Sector,Freelance,0,0,0,0,1,1,0,1,0,0,0,0,3,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,4,4,Yes,1,1,0,0,1,3,One hour a week,2019/11/17 8:50:47 PM UTC+8
Survey,Tel Aviv,129,129,,Man,1957-07-02,1970-01-01,לב העיר Lev HaIr,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Freelance,0,0,0,0,0,1,0,0,0,0,0,0,1,Negative,Positive,Neutral,Neutral,0,0,1,0,0,0,1,0,2,3,3,Yes,0,0,0,1,1,2,One hour a week,2020/02/17 7:32:29 AM UTC+3
Survey,Tel Aviv,162,162,,Woman,1979-11-01,2006-07-07,לב העיר Lev HaIr,4,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2,Private Sector,Freelance,0,0,0,0,0,1,0,0,0,0,0,0,1,Negative,Neutral,Neutral,Neutral,1,1,1,0,0,0,1,0,4,3,2,Yes,0,0,0,1,1,2,One hour a week,2020/03/02 7:11:01 AM UTC+3
Survey,Tel Aviv,156,156,,Man,1956-12-11,2010-05-01,לב העיר Lev HaIr,3,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Freelance,0,0,0,0,0,0,0,0,0,0,0,1,1,Neutral,Positive,Positive,Positive,1,1,0,0,0,0,1,0,3,3,3,Yes,0,0,0,0,1,1,One hour a week,2020/03/02 1:56:52 AM UTC+3
Survey,Tel Aviv,230,230,,Woman,1989-02-09,2015-01-01,לב העיר Lev HaIr,9,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Freelance,1,0,0,0,0,0,0,0,0,0,0,0,1,Negative,Neutral,Positive,Negative,0,0,0,0,1,0,1,0,2,3,3,Yes,0,0,0,1,0,1,One hour a year,2020/04/01 3:08:28 PM UTC+3
Survey,Taipei,34,34,,Woman,1996-06-09,2014-09-01,Dà'ān/大安,8,1,0,1,1,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,4,1,0,0,0,0,1,0,2,Private Sector,Freelance,1,0,0,0,0,0,0,1,1,0,0,1,4,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,1,4,Yes,1,0,0,0,0,1,One hour a day,2019/11/13 10:18:27 AM UTC+8
Survey,Tallinn,359,359,,Woman,2019-05-04,2020-07-03,Kesklinn,9,1,1,1,1,1,0,0,0,0,0,0,5,0,1,0,0,1,1,0,0,0,3,0,1,0,1,0,0,0,2,Private Sector,Investor,0,0,1,1,0,0,0,0,0,0,0,0,2,Negative,Negative,Negative,Negative,0,0,1,1,0,0,0,0,2,4,4,Yes,1,1,1,1,1,5,One hour a day,2020/07/03 9:02:01 PM UTC+3
Survey,Tel Aviv,167,167,,Man,1962-09-12,1983-06-01,Tzahala,2,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,2,Private Sector,Investor,0,0,0,1,0,1,1,0,0,0,0,0,3,Neutral,Neutral,Positive,Neutral,0,1,1,1,0,0,1,0,4,5,4,Yes,1,1,1,1,1,5,One hour a year,2020/03/04 10:02:33 PM UTC+3
Survey,Tel Aviv,173,173,,Man,1966-09-06,1966-09-06,נחלת יצחק Nahalat Yitzhak,7,1,1,1,1,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Investor,0,0,0,1,0,0,0,0,0,0,0,0,1,Neutral,Neutral,Positive,Positive,0,0,1,0,0,0,1,0,2,4,4,Yes,1,0,0,1,1,3,One hour a week,2020/03/09 12:16:53 AM UTC+3
Survey,Tel Aviv,124,124,,Man,1954-04-03,2014-01-01,רמת אביב א' Ramat Aviv Aleph,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,1,1,0,1,0,0,3,Private Sector,Investor,0,0,0,0,0,0,0,0,0,1,0,0,1,Negative,Neutral,Neutral,Positive,0,0,0,0,0,0,1,0,1,3,4,No,0,0,0,0,1,1,One hour a year,2020/02/16 12:34:59 PM UTC+3
Survey,Tel Aviv,229,229,,Man,1993-04-01,2019-08-22,הצפון הישן HaTzafon HaYashan,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Investor,0,1,1,0,0,1,0,0,0,0,0,0,3,Neutral,Neutral,Positive,Neutral,0,0,1,0,0,0,1,0,2,3,3,Yes,0,0,1,1,0,2,One hour a week,2020/04/01 1:05:23 PM UTC+3
Survey,Tel Aviv,152,152,,Man,1959-05-28,2013-04-15,לב העיר Lev HaIr,1,0,0,1,0,1,0,1,0,0,0,0,3,1,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Investor,1,1,0,0,0,1,0,0,0,0,0,0,3,Neutral,Positive,Neutral,Neutral,1,0,1,0,0,0,1,0,3,4,4,Yes,1,0,0,1,0,2,One hour a month,2020/03/01 6:45:11 PM UTC+3
Survey,Tallinn,254,254,,Man,1975-01-01,2016-01-01,Kesklinn,1,1,0,1,1,1,0,0,0,0,0,0,4,0,1,0,1,1,1,0,0,0,4,0,1,0,0,0,0,0,1,Private Sector,Investor,0,0,0,0,0,1,0,0,0,0,0,0,1,Neutral,Neutral,Neutral,Neutral,0,1,1,1,0,0,0,0,3,2,3,No,1,0,0,1,0,2,One hour a year,2020/06/02 1:37:12 PM UTC+3
Survey,Tallinn,285,285,,Man,1981-06-12,2001-01-09,Põhja-Tallinn,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,1,Private Sector,Investor,0,0,0,0,1,1,0,1,0,0,0,0,3,Neutral,Positive,Positive,Negative,1,0,0,0,0,0,0,0,1,4,4,Yes,1,0,1,0,0,2,One hour a month,2020/06/08 12:33:11 PM UTC+3
Survey,Tel Aviv,214,214,,Man,1994-01-11,2015-01-01,מונטיפיורי Montefiore,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Investor,0,0,0,1,0,0,0,0,0,0,0,0,1,Neutral,Neutral,Positive,Neutral,0,1,1,1,0,0,0,0,3,2,3,Yes,1,1,1,0,0,3,One hour a month,2020/03/25 8:57:38 PM UTC+3
Survey,Tel Aviv,187,187,,Man,1971-01-01,2009-01-01,לב העיר Lev HaIr,2,1,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Investor,0,0,0,0,0,0,1,1,0,0,0,0,2,Positive,Neutral,Positive,Negative,0,0,1,1,0,0,0,0,2,4,3,Yes,0,0,0,1,0,1,Less than one hour a year,2020/03/17 5:30:55 PM UTC+3
Survey,Tel Aviv,137,137,,Man,1975-01-01,2000-01-01,לב העיר Lev HaIr,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Investor,0,1,0,1,0,0,1,0,0,0,0,0,3,Neutral,Neutral,Positive,Positive,1,0,0,0,0,0,0,0,1,5,3,No,0,0,0,1,0,1,One hour a month,2020/02/20 11:30:35 AM UTC+3
Survey,Tallinn,356,356,,Man,1988-11-10,1988-11-10,Kesklinn,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,Private Sector,Investor,0,0,0,1,0,0,0,0,0,0,0,0,1,Neutral,Neutral,Positive,Neutral,0,0,1,1,0,0,1,0,3,2,2,No,0,1,0,0,0,1,One hour a year,2020/07/01 11:45:27 AM UTC+3
Survey,Tallinn,248,248,,Man,1970-01-11,1970-01-11,Kesklinn,1,1,0,1,0,0,0,1,0,1,0,0,4,1,0,1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,2,Private Sector,Investor,1,1,0,0,0,0,0,0,0,0,0,0,2,Neutral,Neutral,Positive,Neutral,1,0,1,0,0,0,0,0,2,2,2,Yes,1,0,0,0,0,1,One hour a month,2020/06/01 3:44:05 PM UTC+3
Survey,Tel Aviv,189,189,,Man,1980-11-29,2006-09-15,נחלת יצחק Nahalat Yitzhak,3,1,0,1,1,1,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Investor,1,0,0,0,0,1,0,0,0,0,0,0,2,Positive,Positive,Positive,Positive,0,0,0,0,0,0,1,0,1,2,3,No,0,0,0,0,0,0,Less than one hour a year,2020/03/17 8:24:45 PM UTC+3
Survey,Tel Aviv,196,196,,Woman,1992-07-04,2013-10-21,נווה אביבים Neve Avivim,1,1,0,1,1,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Investor,0,0,0,0,0,1,0,0,0,0,0,0,1,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,5,2,Yes,1,0,0,1,0,2,One hour a day,2020/03/20 3:48:01 PM UTC+3
Survey,Tallinn,293,293,,Man,1973-10-17,2019-09-05,Lasnamäe,1,1,0,0,1,1,1,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,3,0,1,0,0,1,0,0,2,Private Sector,Investor,0,0,1,1,0,0,1,0,0,0,0,0,3,Neutral,Negative,Negative,Neutral,1,0,1,0,0,0,0,0,2,2,2,Yes,1,1,0,0,0,2,One hour a week,2020/06/09 7:33:57 PM UTC+3
Survey,Tel Aviv,130,130,,Man,1987-11-02,2017-12-17,הצפון הישן HaTzafon HaYashan,2,1,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,1,1,0,0,0,1,0,0,1,0,1,5,Neutral,Neutral,Neutral,Neutral,0,0,1,1,1,1,0,0,4,2,3,Yes,1,0,0,1,0,2,One hour a month,2020/02/18 10:50:18 AM UTC+3
Survey,Taipei,28,28,,Woman,1986-01-01,1986-01-01,Zhōngshān/中山,10,1,0,1,1,0,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,1,0,0,0,1,2,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,5,3,Yes,1,0,0,1,0,2,Less than one hour a year,2019/11/12 2:11:20 PM UTC+8
Survey,Taipei,92,92,,Woman,1997-01-01,1997-01-01,Xìnyì/信義,6,1,0,1,0,1,0,1,0,1,1,0,6,1,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,0,0,0,0,1,1,Negative,Neutral,Neutral,Neutral,0,0,0,0,0,0,1,0,1,4,2,Yes,1,0,0,1,0,2,One hour a week,2019/11/19 4:28:15 AM UTC+8
Survey,Tallinn,312,312,,Woman,1992-04-21,2012-08-12,Põhja-Tallinn,7,1,0,1,1,0,1,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,3,0,0,0,1,0,1,0,2,Private Sector,Startup & SMEs,0,1,1,0,0,0,0,0,0,0,0,0,2,Positive,Positive,Positive,Positive,1,1,1,0,0,0,1,1,5,3,4,Yes,1,1,0,0,0,2,One hour a month,2020/06/15 10:42:07 AM UTC+3
Survey,Taipei,75,75,,Woman,1996-09-11,2019-09-11,Dà'ān/大安,4,1,1,1,1,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,Private Sector,Startup & SMEs,1,0,1,0,0,1,0,0,0,0,0,0,3,Positive,Neutral,Positive,Positive,1,0,0,0,0,0,1,0,2,5,4,Yes,1,0,1,1,0,3,One hour a week,2019/11/17 2:42:47 AM UTC+8
Survey,Taipei,17,17,,Woman,1998-05-27,2019-06-23,Nèihú/內湖,5,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,3,1,1,0,0,0,0,0,2,Private Sector,Startup & SMEs,0,1,0,0,0,1,0,1,0,0,0,1,4,Neutral,Neutral,Neutral,Neutral,1,1,0,0,1,0,0,0,3,3,2,Yes,1,1,0,1,0,3,One hour a month,2019/11/09 2:07:48 AM UTC+8
Survey,Taipei,32,32,,Woman,1997-01-31,2015-09-05,Zhōngshān/中山,8,1,1,1,1,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,1,0,0,0,0,1,Neutral,Neutral,Neutral,Neutral,0,0,0,1,0,0,0,0,1,2,4,Yes,1,1,1,1,1,5,One hour a week,2019/11/12 9:49:31 AM UTC+8
Survey,Taipei,70,70,,Woman,1991-06-11,2013-09-01,New Taipei City,7,1,1,1,1,1,0,0,0,0,0,0,5,1,0,1,1,1,1,1,0,0,6,1,0,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,1,1,1,0,0,0,3,Neutral,Neutral,Neutral,Positive,1,0,0,1,1,0,1,0,4,4,4,Yes,1,1,0,1,1,4,One hour a week,2019/11/15 9:07:11 AM UTC+8
Survey,Taipei,89,89,,Woman,1995-11-23,2016-01-10,Dà'ān/大安,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,4,1,1,1,1,0,0,0,4,Private Sector,Startup & SMEs,1,1,0,0,0,0,0,0,0,0,0,0,2,Neutral,Positive,Positive,Positive,1,1,1,1,0,0,0,0,4,4,4,Yes,1,1,1,0,1,4,One hour a day,2019/11/18 9:49:47 AM UTC+8
Survey,Taipei,36,36,,Woman,1988-11-07,2016-10-17,Banqiao,3,1,0,1,1,0,0,1,0,0,0,0,4,1,0,1,1,1,1,0,0,0,5,1,0,1,1,0,0,0,3,Private Sector,Startup & SMEs,0,0,1,0,0,1,1,0,0,0,0,0,3,Neutral,Neutral,Neutral,Neutral,0,0,0,1,0,0,1,0,2,3,3,Yes,0,1,1,0,1,3,One hour a month,2019/11/13 10:33:46 AM UTC+8
Survey,Taipei,84,84,,Woman,1992-07-19,2012-09-02,Zhōngshān/中山,10,1,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,0,1,0,0,0,1,Positive,Positive,Positive,Positive,1,1,1,0,1,1,1,0,6,5,3,Yes,0,1,0,0,1,2,One hour a month,2019/11/18 5:21:50 AM UTC+8
Survey,Tel Aviv,222,222,,Woman,1996-11-28,2014-07-15,ביצרון Bitzaron,2,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,1,0,0,0,0,1,Neutral,Neutral,Neutral,Positive,1,0,0,0,0,0,0,0,1,3,3,Yes,0,0,0,0,1,1,One hour a day,2020/03/29 12:43:22 PM UTC+3
Survey,Tel Aviv,237,237,,Man,1996-01-08,2000-01-02,Kokhav HaTzafon,1,1,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,0,0,0,1,0,0,0,0,0,0,0,0,1,Neutral,Positive,Positive,Neutral,0,1,1,1,0,0,1,0,4,2,2,No,1,0,0,1,0,2,One hour a year,2020/04/05 12:48:10 AM UTC+3
Survey,Taipei,95,95,,Woman,1990-10-29,2990-06-01,ZhongHuo,7,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,5,1,1,0,0,0,0,0,2,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,1,0,0,0,0,1,Neutral,Neutral,Neutral,Neutral,0,0,1,0,0,0,0,0,1,4,4,Yes,1,1,0,0,0,2,One hour a month,2019/11/19 9:06:07 AM UTC+8
Survey,Taipei,109,109,,Woman,1975-05-03,1975-05-03,Xìnyì/信義,5,1,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,3,Private Sector,Startup & SMEs,1,1,0,1,0,1,0,1,0,0,0,0,5,Neutral,Neutral,Positive,Positive,0,1,1,1,1,0,1,0,5,3,3,Yes,1,1,1,1,0,4,One hour a day,2019/11/26 3:15:59 PM UTC+8
Survey,Tallinn,362,362,,Woman,1983-06-02,2016-12-01,Põhja-Tallinn,2,1,0,0,1,0,0,1,0,1,0,0,4,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,Private Sector,Startup & SMEs,1,1,1,1,0,0,0,0,0,0,0,0,4,Neutral,Neutral,Positive,Positive,0,0,0,1,0,0,1,0,2,3,3,Yes,1,0,0,0,0,1,One hour a week,2020/07/06 4:14:24 PM UTC+3
Survey,Taipei,116,116,,Man,1993-05-13,1993-05-13,zingchung,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,2,Private Sector,Startup & SMEs,0,0,0,0,1,0,0,0,0,0,0,0,1,Neutral,Neutral,Neutral,Neutral,0,0,1,1,0,0,1,0,3,4,3,Yes,1,0,0,0,0,1,One hour a week,2019/12/08 10:52:01 AM UTC+8
Survey,Tallinn,255,255,,Man,1980-11-11,2019-07-07,Kesklinn,1,0,0,1,1,0,0,0,1,1,0,0,4,1,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,3,Private Sector,Startup & SMEs,1,1,1,1,0,1,0,1,0,0,0,0,6,Positive,Positive,Positive,Positive,0,0,0,1,1,0,0,0,2,1,3,No,1,1,1,1,1,5,One hour a week,2020/06/02 1:52:17 PM UTC+3
Survey,Tallinn,294,294,,Man,1993-02-07,2012-08-20,Kesklinn,5,1,0,1,1,0,0,0,0,0,0,0,3,1,1,1,1,1,1,0,0,0,6,0,1,0,1,0,0,0,2,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,0,0,1,0,0,1,Neutral,Positive,Positive,Neutral,0,0,1,1,0,0,1,0,3,4,3,Yes,1,1,1,1,1,5,One hour a day,2020/06/09 9:03:34 AM UTC+3
Survey,Tallinn,257,257,,Woman,1978-04-07,1978-04-07,Haabersti,6,1,1,1,0,0,1,0,0,0,0,0,4,1,1,1,0,1,1,0,0,0,5,0,1,0,0,1,1,1,4,Private Sector,Startup & SMEs,0,0,0,0,0,0,0,1,0,1,1,1,4,Positive,Positive,Positive,Positive,1,0,0,1,1,0,1,0,4,4,3,Yes,1,1,1,1,1,5,One hour a week,2020/06/02 12:20:38 PM UTC+3
Survey,Tallinn,348,348,,Man,1965-06-29,1965-06-29,Kristiine,1,1,0,0,1,0,0,1,1,0,0,0,4,1,1,1,1,1,1,1,1,0,8,0,0,0,0,1,0,0,1,Private Sector,Startup & SMEs,0,0,0,0,0,1,0,1,0,1,1,1,5,Negative,Neutral,Positive,Neutral ; Negative,1,0,1,1,0,0,1,0,4,3,4,Yes,1,1,1,1,1,5,One hour a week,2020/06/29 10:30:43 PM UTC+3
Survey,Tallinn,269,269,,Man,1989-10-16,2016-04-07,Kesklinn,2,1,0,1,1,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,0,4,0,1,0,0,0,1,0,2,Private Sector,Startup & SMEs,1,0,0,0,0,0,1,1,0,1,0,0,4,Neutral,Neutral,Positive,Positive,1,1,1,1,0,0,1,0,5,4,3,Yes,1,1,1,1,1,5,One hour a week,2020/06/04 5:27:10 PM UTC+3
